Knockdown (Log10 of M41 HMFF/N99mode HMFF)	HMFF	Model	exer 01	exer 02	exer 03	exer 04	exer 05	exer 06	exer 07	exer 08	exer 09	exer 10	exer 11	exer 12	Notes	Tester	Test Date	MJA(cm) Max Jaw Amplitude	DeclaredProtocol	Acode	NON-3NF - LegacyCerts	NON-3NF - AttachmentType (non normalized, this should go in model table)
2.3	222.4	Drager1920small, extended torture test 05	303	248	238	156	276	224	451	307	311	186	191	116		Tester_FTTP_AM	2023_05_08		Crash	2	FFP2	H
2.2	171.4	Drager1920small, extended torture test 06	261	144	363	132	399	275	237	129	210	301	141	64		Tester_FTTP_AM	2023_05_08		Crash	2	FFP2	H
2.1	133.1	Drager1920small, extended torture test 07	42	63	472	176	121	355	188	183	165	219	181	216		Tester_FTTP_AM	2023_05_08		Crash	2	FFP2	H
2.4	239.8	Drager1920small, extended torture test 08	217	207	283	328	327	298	209	292	171	203	208	262		Tester_FTTP_AM	2023_05_08		Crash	2	FFP2	H
2.3	219.1	Drager1920small, extended torture test 09	216	191	203	333	407	75	201	203	215	418	532	423		Tester_FTTP_AM	2023_05_08		Crash	2	FFP2	H
2.4	248.2	Drager1920small, extended torture test 10	221	155	169	149	169	276	351	412	618	310	292	606		Tester_FTTP_AM	2023_05_08		Crash	2	FFP2	H
2.7	481.2	Drager1930small	451	404	405	457	477	576	247	433	606	730	816	867		Tester_FTTP_AF	2023_03_26			1	FFP3	H
2.6	436.4	Drager1930small	321	449	526	275	548	526	312	431	428	444	608	881		Tester_FTTP_AF	2023_03_26			1	FFP3	H
2.7	554	Drager1930small	336	628	472	648	800	753	420	472	397	658	777	975	Mask528 test2 (control)	Tester_FTTP_AM			CrashUM	1	FFP3	H
2.7	528.1	Drager1930small	502	844	898	301	725	347	469	650	387	782	616	591		Tester_FTTP_AM	2022_12_22		CrashUM	1	FFP3	H
2.7	513.5	Drager1930small	345	441	540	412	554	405	478	650	667	673	683	637	mask376 repeat test for variation check - machine: FTtPcems2, candles 15-60k (~23000)	Tester_FTTP_AM	2023_02_18		Crash	1	FFP3	H
2.7	458.2	Drager1930small	329	583	474	422	385	450	711	418	360	666	1070	320		Tester_FTTP_AM	2022_12_22		CrashUM	1	FFP3	H
2.6	425	Drager1930small	812	629	663	311	299	309	312	427	665	264	475	858	Mask528 test1 (control)	Tester_FTTP_AM			CrashUM	1	FFP3	H
2.6	376.6	Drager1930small	344	376	369	397	358	249	349	370	627	482	370	431	machine: FTtPcems2, ambient	Tester_FTTP_AM	2023_02_18		Crash	1	FFP3	H
2.6	365.3	Drager1930small	340	307	373	308	212	432	348	467	426	530	482	422	Mask528 repeat test for variation check rdb345	Tester_FTTP_AM	2023_01_26		Crash	1	FFP3	H
2.5	331.6	Drager1930small	106	427	1030	293	762	400	397	286	266	311	600	643	mask wasn't purged during  start of test	Tester_FTTP_AM	2022_12_22		CrashUM	1	FFP3	H
2.5	322.6	Drager1930small	671	408	387	156	325	429	280	333	252	275	582	338	fresh weld tore at zero seconds (different mask from same batch)	Tester_FTTP_AM	2023_04_07		Crash	1	FFP3	H
2.5	315.7	Drager1930small	425	539	769	313	284	586	310	243	109	313	566	384	picking at chintab on exer 9	Tester_FTTP_AM	2022_12_22		CrashUM	1	FFP3	H
2.4	275.5	Drager1930small	120	203	262	268	227	281	456	255	436	598	459	397	fresh weld tore at zero seconds	Tester_FTTP_AM	2023_04_07		Crash	1	FFP3	H
2.2	161.8	Drager1930small	110	102	146	169	159	175	170	179	243	231	220	166	used 1 day, no tearing	Tester_FTTP_AM	2023_06_14		Crash	1	FFP3	H
2.1	139.9	Drager1930small	217	252	242	190	84	182	257	54	127	147	179	129	lightly used	Tester_FTTP_AM	2023_05_07		Crash	1	FFP3	H
2.1	116.4	Drager1930small	106	105	98	141	112	154	104	146	110	111	121	117	used 1 day, no tearing	Tester_FTTP_AM	2023_04_07		Crash	1	FFP3	H
2.5	293.7	Drager1950small	247	302	452	275	384	427	384	210	218	346	231	283	Both straps at top of the head	Tester_0020_AF	2023_09_30	2.5	Crash2.5	1	N95	H
2.1	135	Drager1950small	155	126	145	195	103	116	141						Mask 2, not stapled, both straps over head, test 1	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.1	132.5	Drager1950small	230	112	142	124	77	134	251						Mask 1, both straps over head test 1	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.1	115.4	Drager1950small	425	97	157	108	58	120	147						Mask 1, both straps over head, test 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2	101	Drager1950small	232	57	222	120	75	72	135						Mask 2, not stapled, both straps over head, test 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
1.1	12.7	Drager1950small	90	43	60	88	33	42	20	8.4	18	6.4	5	4	Straps as intructed,not at top of head	Tester_0020_AF	2023_09_30	2.5	Crash2.5	1	N95	H
2.2	169.6	Drager1950small	270	96	187	275	84	274	382						Mask 1 (same as other Tester)	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
3	1073	Drager1950small	1900	841	1090	986	906	1410	1350	710	952	1060	1060	1570		Tester_0026	2023_12_07	2.5	Crash2.5	1		H
3	964.7	Drager1950small	720	1140	745	951	824	1560	1140	1400	938	679	1000	1260	Small tear at left lower weld noted after this set	Tester_0026	2023_12_07	2.5	Crash2.5	1		H
2.3	213.4	Drager1950small	361	359	313	265	333	87	183	288	141	246	183	273		Tester_FTTP_AM	2023_04_25		Crash	1	N95	H
2.2	162.8	Drager1950small	157	150	148	119	161	202	183	255	148	207	120	198		Tester_FTTP_AM	2023_04_25		Crash	1	N95	H
2.4	254.5	Drager1950small, extended torture test 01	407	204	251	294	244	260	269	423	267	302	189	166		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.4	239.7	Drager1950small, extended torture test 02	256	207	224	216	210	176	239	415	260	569	192	228		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.2	156.1	Drager1950small, extended torture test 03	127	104	165	189	220	167	209	272	141	133	153	127		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.1	132.9	Drager1950small, extended torture test 04	134	359	85	189	84	171	103	121	197	253	145	88		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.2	145.6	Drager1950small, extended torture test 05	104	124	108	272	109	204	195	110	233	131	129	262		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2	98.5	Drager1950small, extended torture test 06	130	216	97	170	37	94	46	172	112	322	136	115	5 lucy	Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.3	199.8	Drager1950small, extended torture test 07	130	188	128	126	514	205	249	152	223	201	368	586		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.1	135.1	Drager1950small, extended torture test 08	135	188	100	178	262	90	93	119	176	116	122	256	3 convo	Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.3	218.8	Drager1950small, extended torture test 09	249	296	609	162	366	566	201	378	66	170	265	369		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
2.3	222.1	Drager1950small, extended torture test 10	224	324	218	256	111	496	256	671	169	546	117	190		Tester_FTTP_AM	2023_05_07		Crash	2	N95	H
0.5	3.5	DSR KN95	4	3.8	3	3.4	4.1	5.3	2.6	3.2	3.3					Tester_FTTP_AM			CrashUM	1		E
1.4	24.7	Eaglefilters Saana 303	59	42	27	35	25	36	15	26	34	28	27	9.5	N95HMFF for the series: 83.5[200,200,117,87,87,77,74,74,93,95,49,49]	Tester_FTTP_AM	2023_09_27	2.5	Crash2.5	1		H
1.4	27.6	Eaglefilters Saana 303	50	54	16	22	31	36	22	28	17	23	51	40	N95HMFF for the series: 50.3[106,106,81,36,57,57,52,40,31,24,57,75]		2023_09_27	2.5	Crash2.5	1		H
3.7	4500.3	Easimask FSM18	5640	2090	7790	9790	10400	12400	10400	1640	1780	6090	8320	19500	20k water	Tester_FTTP_AF	2023_09_15	2.5	Crash2.5	1	FFP3	H
2.9	725.8	Easimask FSM18	11400	5040	3000	14700	4250	19200	149	1510	17100	10100	125	37800	50k candles	Tester_FTTP_AF	2023_09_15	2.5	Crash2.5	1	FFP3	H
3.7	4629.5	Easimask FSM18	15600	15700	7450	26600	12800	6230	5480	1130	2670	7040	2520	13700		Tester_FTTP_AM	2023_09_16	2.5	Crash2.5	1	FFP3	H
3.5	3198.5	Easimask FSM18	9130	3180	2000	6770	3880	6350	2180	1270	8160	4260	12500	1720	3000 amb	Tester_FTTP_AM	2023_09_16	2.5	Crash2.5	1	FFP3	H
3.5	3153.9	Easimask FSM18	2830	2700	8640	1320		8050	9450	3300	2810	2690	3220	3130	ex 5 - tripped over the test cable while cleaning desk, 305	Tester_FTTP_AM	2023_11_15	2.5	Crash2.5	1	FFP3	H
3.4	2607.3	Easimask FSM18	2810	3560	2450	3980	2930	2330	6050	1240	2570	1830	2050	7110		Tester_FTTP_AM	2023_11_15	2.5	Crash2.5	1	FFP3	H
3.3	1900.3	Easimask FSM18	1660	6980	548	3010	3170	2260	2750	9220	5010	1280	13300	888		Tester_FTTP_AM	2023_11_15	2.5	Crash2.5	1	FFP3	H
3.1	1199.4	Easimask FSM18	1960	4560	1790	245	2400	10100	1890	451	2530	3720	11400	1610		Tester_FTTP_AM	2023_09_16	2.5	Crash2.5	1	FFP3	H
2.2	144	Easimask FSM18	268	233	375	155	31	274	388	102	241	274	168	241		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP3	H
2.1	115.2	Easimask FSM18	158	130	99	83	74	240	94	66	162	193	179	132		Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	1	FFP3	H
2.4	261.7	Envo Pro N95	341	204	278	337	201	211	380						Both straps over head, 12 cm tightness	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.3	221.6	Envo Pro N95	246	145	339	238	188	217	282						New filter - over head 6 cm, very very loose, no pressure	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.3	216.4	Envo Pro N95	287	204	460	194	131	196	257						8 hours worn filter - both straps OVER head, tightened 10 cm	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.3	207.2	Envo Pro N95	334	164	329	254	99	237	294						Both straps over head, 9 cm tightness	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.3	194.8	Envo Pro N95	352	129	247	228	135	192	233						8 hours worn filter, tightened 19 cm	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.2	168.9	Envo Pro N95	274	117	283	270	112	138	171						8 hours worn filter, both straps over head 5 cm	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.2	161.2	Envo Pro N95	234	244	164	115	103		230						Regular headband position, 19 cm tighteness	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.4	224	Envo Pro N95	494	176	338	219	122	201	351						8 hours old filter, tightened to 18.5 cm from end, slightly lower on nose	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.3	201.5	Envo Pro N95	294	195	428	467	68	218	409						new filter, 19 cm tightented	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.3	187.8	Envo Pro N95	386	200	636	384	53	292	312						new filter, 14.5 cm tightented	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.3	186.6	Envo Pro N95	295	178	304	233	92	150	295						8 hours old filter, tightened to 20 cm from end	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.2	152.4	Envo Pro N95	348	306	86	596	56	212	256						new filter, 18 cm cm tightented, higher on nose, real time	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
2.1	128.9	Envo Pro N95	228	90	257	239	50	151	244						new filter, 14.5 cm tightented, real time	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	H
1.2	14.7	Envo Pro N95	743	210	208	160	94	24	73	46	5.6	7.4	6.8	4	25cm from tip Round 2	Tester_0022_AF	2023_10_16	2.5	Crash2.5	1	N95	H
0.8	6.1	Envo Pro N95	110	19	10	13	56	9.9	17	4.9	3.5	2.4	3.3	2.9	25cm from tip	Tester_0022_AF	2023_10_16	2.5	Crash2.5	1	N95	H
2.8	613.4	Envo Pro N95	586	249	874	1030	620	924	934	468	559	928	519	970	25cm from tip	Tester_FTTP_AF	2023_07_28	2.5	Crash2.5	1	N95	H
1.8	64	Envo Pro N95	57	64	89	34	63	66	53	86	64	70	59	184	factory tightness on small head	Tester_FTTP_AF	2023_07_28	2.5	Crash2.5	1	N95	H
3	967.5	Envo Pro N95	1780	1970	3800	1620	558	643	742	673	705	854	1080	1320		Tester_FTTP_AM	2023_07_21	2.5	Crash2.5	1	N95	H
2.8	609.3	Envo Pro N95	425	1080	204	606	1090	1840	2100	657	408	1500	535	705		Tester_FTTP_AM	2023_07_15	4	Crash4	1	N95	H
2.6	415.8	Envo Pro N95	557	177	724	682	153	286	814	739	687	995	419	904	vapor 10k	Tester_FTTP_AM	2023_06_02		Crash	1	N95	H
2.5	318.9	Envo Pro N95	389	542	746	186	434	171	369	348	275	332	385	284		Tester_FTTP_AM	2023_06_03		Crash	1	N95	H
2.4	276.4	Envo Pro N95	500	323	487	314	210	243	309	252	243	189	194	410	amb 4k	Tester_FTTP_AM	2023_06_03		Crash	1	N95	H
2.4	270.3	Envo Pro N95	113	396	426	581	1230	1570	1030	511	367	340	59	510	candle 15k	Tester_FTTP_AM	2023_06_02		Crash	1	N95	H
1.5	28.5	Envomask N95 (old version)	38	26	30	41	17	24	44						regular tightness (10.75 inch from end)	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	SingleHeadbandEarsaver
1.4	23.6	Envomask N95 (old version)	24	29	24	27	17	21	28						relaxed tightness (10 inch from end)	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	SingleHeadbandEarsaver
1.3	22.4	Envomask N95 (old version)	40	18	28	31	12	22	28						Slightly tighter 10.75 inch from end	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	N95	SingleHeadbandEarsaver
1.2	15.2	Envomask N95 (old version)	19	27	14	7.8	23	9.9	13	52	62	5.3	30	50	tightened to insane pressure at ex8 - super painful on ears	Tester_FTTP_AM	2023_01_13		CrashUM	1	N95	SingleHeadbandEarsaver
1.1	12.3	Envomask N95 (old version)	28	9.9	9.3											Tester_FTTP_AM	2023_01_21		CrashUM	1	N95	SingleHeadbandEarsaver
1.6	38	Envomask N95 (old version)	83	19	28	49	27	31	56	29	59	36	63	77		Tester_Toba	2023_06_17			1	N95	SingleHeadbandEarsaver
1.3	18.5	Envomask N95 (old version)	32	10	16	15	14	17	41	18	21	14	32	38		Tester_Toba	2023_05_23			1	N95	SingleHeadbandEarsaver
1	9.3	Filtech F890 (ffp3)	10	15	10	11	8.1	8.3	7.7	8.3	9.5	7	15	7.8		Tester_FTTP_AM	2023_02_26		Crash	1	FFP3	H
0.9	8.4	Flo Mask (kids)	8.9	7.8	9.6	7.8	7.1	6.9	9.1	12	9.2	8.2	8.4	7.4	nosepinch rig	n/a no human	2023_03_15			1		H
0.7	5.4	Flo Mask (kids)	4.3	3.5	8.1	10										Tester_CA_4F_K	2023_06_01		CrashUMshort	1		H
0.6	3.8	Flo Mask (kids)	3.4	2.8	3.9	6.5										Tester_CA_4F_K	2023_06_01		CrashUMshort	1		H
0.9	7.4	Flo Mask (kids)	7.9	6.4	7.6	7.8										Tester_CA_4M	2023_05_22		CrashUMshort	1		H
1	9.6	Flo Mask Pro Everyday Filter	9.6	12	10	9.7	10	11	9.9	10	4.8	12	12	11		Tester_FTTP_AM	2023_01_20		CrashUM	1		H
1	9.2	Flo Mask Pro Everyday Filter	8.6	9.6	11	6.5	10	10	10	10	11	7.2	9.9	9.5		Tester_FTTP_AM	2023_01_20		CrashUM	1		H
1.4	27.6	Flo Mask Pro w Pro Filter	36	30	34	33	22	22	24						High nose bridge gasket, wearing mask below chin, very painfully tightened	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	1	KN95	H
1.4	23.3	Flo Mask Pro w Pro Filter	33	18											High nose bridge gasket	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	1	KN95	H
1.6	36	Flo Mask Pro w Pro Filter	20	22	59	76	76									Tester_CA_AF_L	2023_06_11		CrashUMshort	1	KN95	H
1.7	54.7	Flo Mask Pro w Pro Filter	47	61	61	61	55	51	65	72	49	71	87	28		Tester_FTTP_AM	2023_01_15		CrashUM	1	KN95	H
1.7	54.2	Flo Mask Pro w Pro Filter	50	47	37	73	49	36	44	52	70	92	77	90	ambient air - ex 3 rainbow ex5 David Byrne, ex 6 blue	Tester_FTTP_AM	2023_01_23		Crash	1	KN95	H
1.6	36.3	Flo Mask Pro w Pro Filter	55	35	49	44	48	47	33	21	53	18	35	56		Tester_FTTP_AM	2023_01_23		Crash	1	KN95	H
1.9	73.2	Flo Mask Pro w Pro Filter, extended test01	69	95	33	81	34	85	136	107	79	105	134	114		Tester_FTTP_AM	2023_01_14		CrashUM	2	KN95	H
1.9	82.5	Flo Mask Pro w Pro Filter, extended test02	81	122	115	114	44	56	94	92	92	82	92	87	ex 5 - rainbow passage, ex 6 - David Byrne test, ex7 yawn	Tester_FTTP_AM	2023_01_14		CrashUM	2	KN95	H
1.8	68.5	Flo Mask Pro w Pro Filter, extended test03	78	61												Tester_FTTP_AM	2023_01_14		CrashUM	2	KN95	H
1.9	84.3	Flo Mask Pro w pro filters - Extended Torture Test 01	115	175	41	44	102	172	154	59	65	84	147	130	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	2	KN95	H
1.9	86.1	Flo Mask Pro w pro filters - Extended Torture Test 02	117	159	56	69	166	28	108	140	117	189	81	127	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	2	KN95	H
2.1	119.8	Flo Mask Pro w pro filters - Extended Torture Test 03	224	156	106	67	82	69	375	120	106	211	239	113	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	2	KN95	H
2	108.8	Flo Mask Pro w pro filters - Extended Torture Test 04	159	134	144	246	157	296	63	107	41	116	197	80	candles 1E6	Tester_FTTP_AM	2023_03_17		Crash	2	KN95	H
1.5	28.6	Flo Mask Pro w pro filters - Extended Torture Test 05	32	110	32	63	18	15							test ended - respirator slid into eyes and required adjustment	Tester_FTTP_AM	2023_03_17		Crash	2	KN95	H
1	11	Foamless Pinztec RTCFFP2E	485	232	429	620	85	66	68	9.6	4.7	3.7	5	3.9		Tester_FTTP_AM	2023_06_16		Crash	1	P2	H
1	9.3	Foamless Pinztec RTCFFP2E	105	35	23	16	6.5	17	11	10	8.5	10	5.1	3.1		Tester_FTTP_AM	2023_06_03		Crash	1	P2	H
0.9	8.7	Foamless Pinztec RTCFFP2E	157	38	166	88	152	21	11	9.4	8.5	7	3	2.1		Tester_FTTP_AM	2023_06_03		Crash	1	P2	H
1.7	55.6	Force360 RWRX350	101	27	109	111	29	101	126	32	91	92	31	76	Tester_CA	Tester_CA	2023_05_27			1	P2	H
1.4	26.4	Force360 RWRX350	46	47	44	42	22	18	30	15	17	18	35	47	ex6 - "nods" dance	Tester_FTTP_AF	2023_06_16			1	P2	H
1.8	67	Force360 RWRX350	47	60	68	69	81	71	86	70						Tester_FTTP_AM	2023_06_06		Crash	1	P2	H
1.6	42.3	Force360 RWRX350	99	13	36	63	98	48	51	57	42	50	58		candle 20k	Tester_FTTP_AM	2023_06_06		Crash	1	P2	H
1.6	40.3	Force360 RWRX350	104	103	96	102	89	84	93	20	27	18	26	23		Tester_FTTP_AM	2023_06_06		Crash	1	P2	H
2.1	116.2	Fudakin FDK-MDF-20-01	104	142	124	164	70	139	160	67	147	153	105	144	ex 8 - 2.5 cm motion, no sound	Tester_FTTP_AM	2023_07_13	2.5	Crash2.5	1	KN95	H
2	89.4	Fudakin FDK-MDF-20-01	124	65	154	85	229	69	144	43	203	50	141	87		Tester_FTTP_AM	2023_07_13		Crash	1	KN95	H
1.9	72	Fudakin FDK-MDF-20-01	338	73	234	113	152	80	165	14	108	105	186	62		Tester_FTTP_AM	2023_07_13		Crash	1	KN95	H
1.9	84.5	Fudakin FDK-MDF-20-01 extended test 01	358	96	102	93	104	39	176	43	200	113	79	57		Tester_FTTP_AM	2023_07_13		Crash	2	KN95	H
2	107	Fudakin FDK-MDF-20-01 extended test 02	164	87	166	94	138	235	196	61	105	88	196	53		Tester_FTTP_AM	2023_07_13		Crash	2	KN95	H
2	95.2	Fudakin FDK-MDF-20-01 extended test 03	56	96	207	58	180	140							test interrupted	Tester_FTTP_AM	2023_07_13		Crash	2	KN95	H
0.9	8.8	Gata Mask	9.4	12	9.3	11	6.4	9.7	10	8.5	7.7	8.2	7.1	10	earloop, max tight	Tester_FTTP_AM	2023_03_01		Crash	1		SingleHeadbandEarsaver
0.9	8	Gata Mask	9.9	13	11	11	15	9.7	6.8	6.5	5.9	5.1	7.5	5.7	snugger, max tight	Tester_FTTP_AM	2023_03_01		Crash	1		SingleHeadbandEarsaver
0.7	4.5	Gata Mask	7	5.8	4.9	2.9	2.8	4.8	5.7	5.6	5.1	5	4.2	3.9	snugger, max tight	Tester_FTTP_AM	2023_02_11		Crash	1		SingleHeadbandEarsaver
0.6	3.6	Gata Mask	3.8	4.3	3.7	3.8	3.2	3.3	3.4	4	3.8	3.4	3.1	3.6	earloop	Tester_FTTP_AM	2023_02_11		Crash	1		SingleHeadbandEarsaver
1	9.5	Gerson 2130	24	18	14	12	12	12	8.9	8.1	7.2	6.5	6.6	6	amb	Tester_FTTP_AM	2023_03_23		Crash	1	N95	H
1	10.4	Gerson 3230	164	57	45	62	21	11	10	7.3	6.3	7.3	4.3	5.4		Tester_FTTP_AF	2023_09_16	2.5	Crash2.5	1	N95	H
1	10.2	Gerson 3230	56	11	19	21	6	6.8	7.9	9.3	13	11	7.5	8.5		Tester_FTTP_AF	2023_09_16	2.5	Crash2.5	1	N95	H
1.7	49.8	Gerson 3230	124	31	240	266	42	82	166	37	63	32	38	20		Tester_FTTP_AM	2023_09_16	2.5	Crash2.5	1	N95	H
1.4	24.8	Gerson 3230	33	38	18	21	23	26								Tester_FTTP_AM	2023_03_29		Crash	1	N95	H
1.3	19.8	Gerson 3230	137	87	88	119	72	93	39	15	6.1	11	7.7	15		Tester_FTTP_AM	2023_09_16	2.5	Crash2.5	1	N95	H
1	11	Gerson 3230	17	22	20	11	8.8	7.8	11	12	11	11	7.2	9.1		Tester_FTTP_AM	2023_03_29		Crash	1	N95	H
0.9	8.1	Gerson 3230	20	17	47	23	76	46	14	4.3	4.8	4	3.6	4.3		Tester_FTTP_AM	2023_03_29		Crash	1	N95	H
0.3	1.9	Good Manner KF94	2.4	2.2	2.2	2.5	1.8	1.7	1.4	1.5	2.7	2.1	1.8	1.9		Tester_FTTP_AF	2023_06_25			1	KF94	E
0.6	3.7	Good Manner KF94	43	3.4	2.4	2.3	3.6	3.5	4.9	4.9	3.7	4.5	3.6	3.4		Tester_FTTP_AM	2023_06_23		Crash	1	KF94	E
0.5	3.5	Good Manner KF94	40	3.2	2.8	3.2	3	3.2	3.1	3	3.5	3.6	3.4	3.6		Tester_FTTP_AM	2023_06_23		Crash	1	KF94	E
1.3	19.7	GVS N99	59	120	81	23	104	20	26	7.1	17	60	15	6.8		Tester_FTTP_AM			CrashUM	1	N99	H
1.2	14.7	GVS N99	16	84	18	12	9	171	19	8.3	15	8.2	9	71		Tester_FTTP_AM			CrashUM	1	N99	H
0.4	2.4	HALOmask unity edition	2.8	2.4	2.3	2.3	2.6	2	2.5	2.4	2.5	2.5	2.4	2.5		Tester_FTTP_AF	2023_04_07			1		E
0.4	2.6	HALOmask unity edition	4	3.6	2.8	3	2.7	2.5	2.3	2	2.3	1.9	2.4	2.8		Tester_FTTP_AM	2023_04_07		Crash	1		E
1.5	33.2	Halyard 46727 (regular)	59	37	31	24	21	51	26	31	202	64	73	14		Tester_FTTP_AM			CrashUM	1	N95	H
1.9	76	Halyard 46827 small	69	68	96	77										Tester_CA_4M	2023_05_22		CrashUMshort	1	N95	H
1.8	69.7	Halyard 46827 small	48	70	94	86										Tester_CA_4M	2023_05_22		CrashUMshort	1	N95	H
1.5	34.1	Halyard 46827 small	31	37	35	34									Used X2	Tester_CA_4M	2023_06_15		CrashUMshort	1	N95	H
1.2	17	Halyard 46827 small	30	19	22	26	17	20	16	19	21	23	11	7.8		Tester_FTTP_AF	2023_06_16			1	N95	H
1	10.4	Halyard 46827 small	16	14	9.4	7.3	9.7									Tester_LP_7F	2023_08_21		CrashUMshort	1	N95	H
1.3	21.1	Handahny HY9330	134	35	44	41	22	18	28	65	46	14	8.7	7.9		Tester_FTTP_AM	2023_04_19		Crash	1	FFP3	H
1.2	15	Handahny HY9330	157	48	76	24	18	13	6.5	7.7	16	9.5	17	13		Tester_FTTP_AM	2023_04_19		Crash	1	FFP3	H
1.1	13.8	Handahny HY9330	7.9	9	4.5	320	78	62	50	17	20	15	12	10		Tester_FTTP_AM	2023_04_19		Crash	1	FFP3	H
1	9.8	Handahny HY9330	25	21	18	12	9	15	12	12	11	7.3	8.3	3.3		Tester_FTTP_AM	2023_04_19		Crash	1	FFP3	H
0.3	2.2	Hard 77017 earloop Schutzausruestung Germany	2.3	2.3	2.3	2.4	2.7	2.2	2.3	1.9	1.9	2.1	2.4	2		Tester_FTTP_AF	2023_11_23	2.5	Crash2.5	1	FFP2	E
0.3	1.9	Hard 77017 earloop Schutzausruestung Germany	2	1	1.6	2.1	3	2.1	2.4	3.3	1.8	2.1	1.6	2		Tester_FTTP_AF	2023_11_23	2.5	Crash2.5	1	FFP2	E
0.6	4.2	Hard 77017 earloop Schutzausruestung Germany	6.2	3.3	3.1	3.9	4	2.8	4.2	3.8	5.7	5.2	6.8	4.9		Tester_FTTP_AM	2023_11_24	2.5	Crash2.5	1	FFP2	E
0.6	4.1	Hard 77017 earloop Schutzausruestung Germany	3.8	3.6	4.3	4.1	5.2	4.5	5.3	3.5	5.1	3.3	3.5	3.8		Tester_FTTP_AM	2023_11_24	2.5	Crash2.5	1	FFP2	E
0.6	4	Hard 77027 black Atemschutz Germany	34	2.6	5.3	8	3.8	6.3	8.4	2.4	3.2	3.3	2.5	3.6		Tester_FTTP_AF	2023_07_28	2.5	Crash2.5	1	FFP2	H
1	10.5	Hard 77027 black Atemschutz Germany	27	200	200	106	6.6	7.1	5.9	5	15	16	8.3	5.9		Tester_FTTP_AM	2023_11_09	2.5	Crash2.5	1	FFP2	H
0.8	7	Hard 77027 black Atemschutz Germany	17	60	30	44	3.3	4.3	4.6	4.6	6.6	6.7	9.1	4.8		Tester_FTTP_AM	2023_11_09	2.5	Crash2.5	1	FFP2	H
0.8	5.9	hard protocols - 4 cm - 3M 9542	227	10	21	14	22	6.6	4.9	3.8	3.8	3.2	4.1	3		Tester_FTTP_AM	2023_06_29	4	Crash4.0	5	KN95	H
0.6	4.1	hard protocols - 4 cm - 3M 9542	143	28	32	11	7.2	16	25	2.8	2.8	1.6	1.9	1.5		Tester_FTTP_AM	2023_06_29	4	Crash4.0	5	KN95	H
1.9	74.2	hard protocols, 4.0cm Softseal large cup PN-20180022-L	181	66	158	68	149	116	149	18	105	115	125	62		Tester_FTTP_AM	2023_06_30	4	Crash4	5	N95	H
2	97.2	hard protocols, crash4.0 test - Easimask FSM18	11500	45	51	61	53	1390	2750	59	1150	2690	37	49800		Tester_FTTP_AF	2023_09_16	4	Crash4.0	5	FFP3	H
